# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Ex4_007102	Ex4_007102	Ex4_007102-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007103	Ex4_007103	Ex4_007103-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_007104	Ex4_007104	Ex4_007104-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007131	Ex4_007131	Ex4_007131-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007132	Ex4_007132	Ex4_007132-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007133	Ex4_007133	Ex4_007133-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007140	Ex4_007140	Ex4_007140-T1	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0
Ex4_007141	Ex4_007141	Ex4_007141-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2
Ex4_007142	Ex4_007142	Ex4_007142-T1	protein_coding	0	1	1	0	0	0	1	0	0	0	0	1	0
Ex4_007143	Ex4_007143	Ex4_007143-T1	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0
Ex4_007144	Ex4_007144	Ex4_007144-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007145	Ex4_007145	Ex4_007145-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007146	Ex4_007146	Ex4_007146-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007147	Ex4_007147	Ex4_007147-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007154	Ex4_007154	Ex4_007154-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007155	Ex4_007155	Ex4_007155-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007156	Ex4_007156	Ex4_007156-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007157	Ex4_007157	Ex4_007157-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007158	Ex4_007158	Ex4_007158-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007182	Ex4_007182	Ex4_007182-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007183	Ex4_007183	Ex4_007183-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_007184	Ex4_007184	Ex4_007184-T1	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
Ex4_007185	Ex4_007185	Ex4_007185-T1	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
Ex4_007186	Ex4_007186	Ex4_007186-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007187	Ex4_007187	Ex4_007187-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007188	Ex4_007188	Ex4_007188-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007195	Ex4_007195	Ex4_007195-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007196	Ex4_007196	Ex4_007196-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_007197	Ex4_007197	Ex4_007197-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007218	Ex4_007218	Ex4_007218-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007219	Ex4_007219	Ex4_007219-T1	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0
Ex4_007220	Ex4_007220	Ex4_007220-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007238	Ex4_007238	Ex4_007238-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2
Ex4_007239	Ex4_007239	Ex4_007239-T1	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0
Ex4_007240	Ex4_007240	Ex4_007240-T1	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0
Ex4_007245	Ex4_007245	Ex4_007245-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007246	Ex4_007246	Ex4_007246-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007268	Ex4_007268	Ex4_007268-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007269	Ex4_007269	Ex4_007269-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_007270	Ex4_007270	Ex4_007270-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007271	Ex4_007271	Ex4_007271-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007278	Ex4_007278	Ex4_007278-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007279	Ex4_007279	Ex4_007279-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007280	Ex4_007280	Ex4_007280-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_007281	Ex4_007281	Ex4_007281-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007282	Ex4_007282	Ex4_007282-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007332	Ex4_007332	Ex4_007332-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007333	Ex4_007333	Ex4_007333-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007334	Ex4_007334	Ex4_007334-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_007335	Ex4_007335	Ex4_007335-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007336	Ex4_007336	Ex4_007336-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007404	Ex4_007404	Ex4_007404-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007405	Ex4_007405	Ex4_007405-T1	protein_coding	0	0	1	0	0	0	1	0	1	0	0	0	0
Ex4_007406	Ex4_007406	Ex4_007406-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007411	Ex4_007411	Ex4_007411-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007412	Ex4_007412	Ex4_007412-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007413	Ex4_007413	Ex4_007413-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007414	Ex4_007414	Ex4_007414-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007417	Ex4_007417	Ex4_007417-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007418	Ex4_007418	Ex4_007418-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007419	Ex4_007419	Ex4_007419-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007420	Ex4_007420	Ex4_007420-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007421	Ex4_007421	Ex4_007421-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007428	Ex4_007428	Ex4_007428-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007429	Ex4_007429	Ex4_007429-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007430	Ex4_007430	Ex4_007430-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007466	Ex4_007466	Ex4_007466-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007467	Ex4_007467	Ex4_007467-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_007468	Ex4_007468	Ex4_007468-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007469	Ex4_007469	Ex4_007469-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007501	Ex4_007501	Ex4_007501-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007502	Ex4_007502	Ex4_007502-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007503	Ex4_007503	Ex4_007503-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_007504	Ex4_007504	Ex4_007504-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007507	Ex4_007507	Ex4_007507-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007508	Ex4_007508	Ex4_007508-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007509	Ex4_007509	Ex4_007509-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_007510	Ex4_007510	Ex4_007510-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007511	Ex4_007511	Ex4_007511-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007512	Ex4_007512	Ex4_007512-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007518	Ex4_007518	Ex4_007518-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007519	Ex4_007519	Ex4_007519-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007520	Ex4_007520	Ex4_007520-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_007521	Ex4_007521	Ex4_007521-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007522	Ex4_007522	Ex4_007522-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007527	Ex4_007527	Ex4_007527-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007528	Ex4_007528	Ex4_007528-T1	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0
Ex4_007529	Ex4_007529	Ex4_007529-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007530	Ex4_007530	Ex4_007530-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007551	Ex4_007551	Ex4_007551-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007552	Ex4_007552	Ex4_007552-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007553	Ex4_007553	Ex4_007553-T1	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0
Ex4_007596	Ex4_007596	Ex4_007596-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007597	Ex4_007597	Ex4_007597-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_007598	Ex4_007598	Ex4_007598-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007599	Ex4_007599	Ex4_007599-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007600	Ex4_007600	Ex4_007600-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007601	Ex4_007601	Ex4_007601-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_007602	Ex4_007602	Ex4_007602-T1	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	1
Ex4_007603	Ex4_007603	Ex4_007603-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2
Ex4_007604	Ex4_007604	Ex4_007604-T1	protein_coding	0	0	2	0	0	0	2	0	0	0	0	0	0
Ex4_007605	Ex4_007605	Ex4_007605-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2
Ex4_007606	Ex4_007606	Ex4_007606-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2
Ex4_007649	Ex4_007649	Ex4_007649-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007650	Ex4_007650	Ex4_007650-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007651	Ex4_007651	Ex4_007651-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007652	Ex4_007652	Ex4_007652-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_007653	Ex4_007653	Ex4_007653-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007664	Ex4_007664	Ex4_007664-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007665	Ex4_007665	Ex4_007665-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007666	Ex4_007666	Ex4_007666-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007667	Ex4_007667	Ex4_007667-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007673	Ex4_007673	Ex4_007673-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007674	Ex4_007674	Ex4_007674-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_007675	Ex4_007675	Ex4_007675-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007680	Ex4_007680	Ex4_007680-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007681	Ex4_007681	Ex4_007681-T1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0
Ex4_007682	Ex4_007682	Ex4_007682-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007683	Ex4_007683	Ex4_007683-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007716	Ex4_007716	Ex4_007716-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007717	Ex4_007717	Ex4_007717-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007718	Ex4_007718	Ex4_007718-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_007719	Ex4_007719	Ex4_007719-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007720	Ex4_007720	Ex4_007720-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007735	Ex4_007735	Ex4_007735-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007736	Ex4_007736	Ex4_007736-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007737	Ex4_007737	Ex4_007737-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_007738	Ex4_007738	Ex4_007738-T1	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	2
Ex4_007739	Ex4_007739	Ex4_007739-T1	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0
Ex4_007740	Ex4_007740	Ex4_007740-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2
Ex4_007750	Ex4_007750	Ex4_007750-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007751	Ex4_007751	Ex4_007751-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007752	Ex4_007752	Ex4_007752-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007753	Ex4_007753	Ex4_007753-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007763	Ex4_007763	Ex4_007763-T1	protein_coding	1	0	0	1	1	1	0	1	0	0	0	0	0
Ex4_007764	Ex4_007764	Ex4_007764-T1	protein_coding	0	0	1	2	1	0	1	0	0	0	0	0	1
Ex4_007765	Ex4_007765	Ex4_007765-T1	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
Ex4_007766	Ex4_007766	Ex4_007766-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_007767	Ex4_007767	Ex4_007767-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007792	Ex4_007792	Ex4_007792-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007793	Ex4_007793	Ex4_007793-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007794	Ex4_007794	Ex4_007794-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007795	Ex4_007795	Ex4_007795-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007796	Ex4_007796	Ex4_007796-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007797	Ex4_007797	Ex4_007797-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007832	Ex4_007832	Ex4_007832-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007833	Ex4_007833	Ex4_007833-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007834	Ex4_007834	Ex4_007834-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007923	Ex4_007923	Ex4_007923-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007924	Ex4_007924	Ex4_007924-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_007925	Ex4_007925	Ex4_007925-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007929	Ex4_007929	Ex4_007929-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007930	Ex4_007930	Ex4_007930-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_007931	Ex4_007931	Ex4_007931-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007932	Ex4_007932	Ex4_007932-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007935	Ex4_007935	Ex4_007935-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007936	Ex4_007936	Ex4_007936-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007937	Ex4_007937	Ex4_007937-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_007938	Ex4_007938	Ex4_007938-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007942	Ex4_007942	Ex4_007942-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_007943	Ex4_007943	Ex4_007943-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007944	Ex4_007944	Ex4_007944-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_007945	Ex4_007945	Ex4_007945-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_008001	Ex4_008001	Ex4_008001-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_008002	Ex4_008002	Ex4_008002-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_008003	Ex4_008003	Ex4_008003-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_008004	Ex4_008004	Ex4_008004-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008005	Ex4_008005	Ex4_008005-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_008006	Ex4_008006	Ex4_008006-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_008007	Ex4_008007	Ex4_008007-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008062	Ex4_008062	Ex4_008062-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_008063	Ex4_008063	Ex4_008063-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008064	Ex4_008064	Ex4_008064-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_008065	Ex4_008065	Ex4_008065-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008066	Ex4_008066	Ex4_008066-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008067	Ex4_008067	Ex4_008067-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008099	Ex4_008099	Ex4_008099-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_008100	Ex4_008100	Ex4_008100-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008101	Ex4_008101	Ex4_008101-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_008102	Ex4_008102	Ex4_008102-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_008103	Ex4_008103	Ex4_008103-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008137	Ex4_008137	Ex4_008137-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_008138	Ex4_008138	Ex4_008138-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008139	Ex4_008139	Ex4_008139-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_008140	Ex4_008140	Ex4_008140-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_008141	Ex4_008141	Ex4_008141-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_008167	Ex4_008167	Ex4_008167-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_008168	Ex4_008168	Ex4_008168-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_008169	Ex4_008169	Ex4_008169-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008170	Ex4_008170	Ex4_008170-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008222	Ex4_008222	Ex4_008222-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_008223	Ex4_008223	Ex4_008223-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008227	Ex4_008227	Ex4_008227-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_008228	Ex4_008228	Ex4_008228-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008229	Ex4_008229	Ex4_008229-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_008230	Ex4_008230	Ex4_008230-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_008231	Ex4_008231	Ex4_008231-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008334	Ex4_008334	Ex4_008334-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008335	Ex4_008335	Ex4_008335-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008336	Ex4_008336	Ex4_008336-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008337	Ex4_008337	Ex4_008337-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_008338	Ex4_008338	Ex4_008338-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008344	Ex4_008344	Ex4_008344-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_008345	Ex4_008345	Ex4_008345-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_008362	Ex4_008362	Ex4_008362-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_008363	Ex4_008363	Ex4_008363-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008364	Ex4_008364	Ex4_008364-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008372	Ex4_008372	Ex4_008372-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008373	Ex4_008373	Ex4_008373-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_008374	Ex4_008374	Ex4_008374-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_008375	Ex4_008375	Ex4_008375-T1	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
Ex4_008376	Ex4_008376	Ex4_008376-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_008377	Ex4_008377	Ex4_008377-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_008378	Ex4_008378	Ex4_008378-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_008421	Ex4_008421	Ex4_008421-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008422	Ex4_008422	Ex4_008422-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008423	Ex4_008423	Ex4_008423-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_008424	Ex4_008424	Ex4_008424-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008451	Ex4_008451	Ex4_008451-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_008452	Ex4_008452	Ex4_008452-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008453	Ex4_008453	Ex4_008453-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008454	Ex4_008454	Ex4_008454-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_008502	Ex4_008502	Ex4_008502-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_008503	Ex4_008503	Ex4_008503-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008504	Ex4_008504	Ex4_008504-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_008505	Ex4_008505	Ex4_008505-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_008534	Ex4_008534	Ex4_008534-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008535	Ex4_008535	Ex4_008535-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008536	Ex4_008536	Ex4_008536-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008537	Ex4_008537	Ex4_008537-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_008538	Ex4_008538	Ex4_008538-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_008543	Ex4_008543	Ex4_008543-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_008544	Ex4_008544	Ex4_008544-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
