Orthogroup	E_dermatitidis_DCF04.aa	E_dermatitidis_NIHUT8656.aa
OG0000209	HRR76_002781-T1, HRR76_008434-T1	HMPREF1120_02657, HMPREF1120_08146
OG0000210	HRR76_004034-T1, HRR76_007195-T1	HMPREF1120_03844, HMPREF1120_06986
OG0000211	HRR76_004999-T2, HRR76_007282-T1	HMPREF1120_04795, HMPREF1120_07066
OG0000212	HRR76_003263-T1, HRR76_006545-T1	HMPREF1120_03105, HMPREF1120_06314
OG0000213	HRR76_002282-T1, HRR76_006510-T1	HMPREF1120_02188, HMPREF1120_06278
OG0000214	HRR76_001866-T1, HRR76_005021-T1	HMPREF1120_01800, HMPREF1120_04818
OG0000215	HRR76_000583-T1, HRR76_002249-T1	HMPREF1120_00568, HMPREF1120_02154
OG0000216	HRR76_001949-T1, HRR76_003301-T1	HMPREF1120_01878, HMPREF1120_03142
OG0000217	HRR76_000311-T1, HRR76_009233-T1	HMPREF1120_00304, HMPREF1120_08918
OG0000218	HRR76_006880-T1, HRR76_009459-T1	HMPREF1120_06679, HMPREF1120_09134
OG0000219	HRR76_005518-T1, HRR76_006014-T1	HMPREF1120_05297, HMPREF1120_05782
OG0000220	HRR76_000695-T1, HRR76_004095-T1, HRR76_007644-T1	HMPREF1120_00675
OG0000221	HRR76_005354-T1, HRR76_005355-T1, HRR76_005364-T1	HMPREF1120_05151
OG0000222	HRR76_006040-T1	HMPREF1120_05808, HMPREF1120_08907, HMPREF1120_08908
OG0000223	HRR76_007132-T1, HRR76_007964-T1	HMPREF1120_06925, HMPREF1120_07729
OG0000224	HRR76_004794-T1, HRR76_007089-T1	HMPREF1120_04599, HMPREF1120_06885
OG0000225	HRR76_005291-T1, HRR76_007307-T1	HMPREF1120_05091, HMPREF1120_07091
OG0000226	HRR76_002541-T1, HRR76_005828-T1	HMPREF1120_02426, HMPREF1120_05606
OG0000227	HRR76_000174-T1, HRR76_006264-T1	HMPREF1120_00179, HMPREF1120_06039
OG0000228	HRR76_002409-T1, HRR76_002535-T1, HRR76_008858-T1	HMPREF1120_02420
OG0000229	HRR76_004081-T1, HRR76_004263-T1	HMPREF1120_03889, HMPREF1120_04065
OG0000230	HRR76_005810-T1, HRR76_006746-T1	HMPREF1120_05587, HMPREF1120_06506
OG0000231	HRR76_005761-T1, HRR76_006922-T1	HMPREF1120_05536, HMPREF1120_06717
OG0000232	HRR76_002098-T1, HRR76_005833-T1	HMPREF1120_02008, HMPREF1120_05611
OG0000233	HRR76_003628-T1, HRR76_004014-T1	HMPREF1120_03465, HMPREF1120_03826
OG0000234	HRR76_001611-T1, HRR76_005453-T1	HMPREF1120_01556, HMPREF1120_05230
OG0000235	HRR76_004858-T1, HRR76_009546-T1	HMPREF1120_04659, HMPREF1120_09221
OG0000236	HRR76_002919-T1, HRR76_007667-T1	HMPREF1120_02796, HMPREF1120_07440
OG0000237	HRR76_000592-T1, HRR76_005829-T1	HMPREF1120_00576, HMPREF1120_05607
OG0000238	HRR76_009058-T1, HRR76_009174-T1	HMPREF1120_08736, HMPREF1120_08849
OG0000239	HRR76_000186-T1, HRR76_003587-T1	HMPREF1120_00191, HMPREF1120_03426
OG0000240	HRR76_000492-T1, HRR76_003279-T1	HMPREF1120_00479, HMPREF1120_03121
OG0000241	HRR76_007344-T1, HRR76_008828-T1	HMPREF1120_07123, HMPREF1120_08528
OG0000242	HRR76_003252-T1, HRR76_006796-T1	HMPREF1120_03093, HMPREF1120_07891
OG0000243	HRR76_003509-T1, HRR76_004703-T1	HMPREF1120_03345, HMPREF1120_04514
OG0000244	HRR76_004411-T1, HRR76_009278-T2	HMPREF1120_04212, HMPREF1120_08958
OG0000245	HRR76_001918-T1, HRR76_009283-T1	HMPREF1120_01848, HMPREF1120_08962
OG0000246	HRR76_002999-T1, HRR76_004470-T1	HMPREF1120_02866, HMPREF1120_04272
OG0000247	HRR76_001513-T1, HRR76_003140-T1	HMPREF1120_01456, HMPREF1120_02983
OG0000248	HRR76_001884-T1, HRR76_004924-T1	HMPREF1120_01816, HMPREF1120_05157
OG0000249	HRR76_000061-T1, HRR76_000602-T1	HMPREF1120_00066, HMPREF1120_00586
OG0000250	HRR76_006899-T1, HRR76_007070-T1	HMPREF1120_06696, HMPREF1120_06866
OG0000251	HRR76_004708-T1, HRR76_006700-T1	HMPREF1120_04519, HMPREF1120_06464
OG0000252	HRR76_003787-T1, HRR76_008632-T1	HMPREF1120_03623, HMPREF1120_08339
OG0000253	HRR76_004386-T1, HRR76_006516-T1	HMPREF1120_04188, HMPREF1120_06284
OG0000254	HRR76_001883-T1, HRR76_006102-T1	HMPREF1120_01815, HMPREF1120_05868
OG0000255	HRR76_002734-T1, HRR76_004315-T1	HMPREF1120_02612, HMPREF1120_04117
OG0000256	HRR76_002784-T1, HRR76_006284-T1	HMPREF1120_02660, HMPREF1120_06058
OG0000257	HRR76_000751-T1, HRR76_008711-T2	HMPREF1120_00731, HMPREF1120_08415
OG0000258	HRR76_004507-T1, HRR76_006406-T1	HMPREF1120_04307, HMPREF1120_06175
OG0000259	HRR76_005394-T1, HRR76_008291-T1	HMPREF1120_05171, HMPREF1120_08007
OG0000260	HRR76_000493-T1, HRR76_001225-T1	HMPREF1120_00481, HMPREF1120_01185
OG0000261	HRR76_002785-T1, HRR76_009287-T1	HMPREF1120_02661, HMPREF1120_08966
OG0000262	HRR76_004645-T1, HRR76_007746-T1	HMPREF1120_04454, HMPREF1120_07514
OG0000263	HRR76_004647-T1, HRR76_008902-T1	HMPREF1120_04456, HMPREF1120_08579
OG0000264	HRR76_001583-T1, HRR76_008997-T1	HMPREF1120_01528, HMPREF1120_08678
OG0000265	HRR76_004290-T1, HRR76_005850-T1	HMPREF1120_04091, HMPREF1120_05627
OG0000266	HRR76_002907-T1, HRR76_005597-T1	HMPREF1120_02781, HMPREF1120_05376
OG0000267	HRR76_001548-T1, HRR76_009502-T1	HMPREF1120_01492, HMPREF1120_09176
OG0000268	HRR76_009050-T1, HRR76_009511-T1	HMPREF1120_08728, HMPREF1120_09185
OG0000269	HRR76_003406-T2, HRR76_008091-T1	HMPREF1120_03247, HMPREF1120_07851
OG0000270	HRR76_004010-T1, HRR76_009560-T1	HMPREF1120_03822, HMPREF1120_09236
OG0000271	HRR76_006190-T1, HRR76_007073-T1	HMPREF1120_05955, HMPREF1120_06869
OG0000272	HRR76_001420-T1, HRR76_001662-T1	HMPREF1120_01368, HMPREF1120_01607
OG0000273	HRR76_001941-T1, HRR76_007997-T1	HMPREF1120_01869, HMPREF1120_07759
OG0000274	HRR76_001068-T1, HRR76_004556-T1	HMPREF1120_01038, HMPREF1120_04366
OG0000275	HRR76_000197-T1, HRR76_005934-T1	HMPREF1120_00201, HMPREF1120_05711
OG0000276	HRR76_000738-T1, HRR76_008491-T1	HMPREF1120_00719, HMPREF1120_08205
OG0000277	HRR76_002031-T1	HMPREF1120_11001, HMPREF1120_11003, HMPREF1120_11014
OG0000278	HRR76_004024-T1, HRR76_004812-T1	HMPREF1120_03834, HMPREF1120_04618
OG0000279	HRR76_005397-T1, HRR76_005813-T1	HMPREF1120_05174, HMPREF1120_05590
OG0000280	HRR76_001762-T1, HRR76_005796-T1	HMPREF1120_01706, HMPREF1120_05573
OG0000281	HRR76_000015-T1, HRR76_008484-T1	HMPREF1120_00024, HMPREF1120_08198
OG0000282	HRR76_003037-T1, HRR76_004948-T1	HMPREF1120_02905, HMPREF1120_04746
OG0000283	HRR76_000819-T1, HRR76_003379-T1	HMPREF1120_00795, HMPREF1120_03220
OG0000284	HRR76_007713-T1, HRR76_008130-T1	HMPREF1120_07484, HMPREF1120_07889
OG0000285	HRR76_003346-T1, HRR76_003355-T1	HMPREF1120_03190, HMPREF1120_03198
OG0000286	HRR76_004105-T1, HRR76_007321-T1	HMPREF1120_03913, HMPREF1120_07102
OG0000287	HRR76_002746-T1, HRR76_008812-T1	HMPREF1120_02621, HMPREF1120_08513
OG0000288	HRR76_003357-T1, HRR76_004580-T1	HMPREF1120_03200, HMPREF1120_04389
OG0000289	HRR76_000708-T1, HRR76_003065-T1	HMPREF1120_00689, HMPREF1120_02929
OG0000290	HRR76_004564-T1, HRR76_009063-T1	HMPREF1120_04373, HMPREF1120_08740
OG0000291	HRR76_003265-T1, HRR76_004090-T1	HMPREF1120_03107, HMPREF1120_03898
OG0000292	HRR76_006210-T1, HRR76_006435-T1	HMPREF1120_05981, HMPREF1120_06201
OG0000293	HRR76_001574-T1, HRR76_003861-T1, HRR76_003862-T1	HMPREF1120_01520
OG0000294	HRR76_000387-T1, HRR76_007629-T1	HMPREF1120_00379, HMPREF1120_07401
OG0000295	HRR76_005222-T1, HRR76_007431-T2	HMPREF1120_05018, HMPREF1120_07210
OG0000296	HRR76_001773-T1, HRR76_005864-T1	HMPREF1120_01716, HMPREF1120_05642
OG0000297	HRR76_005515-T1, HRR76_009042-T1	HMPREF1120_05292, HMPREF1120_08720
OG0000298	HRR76_000564-T1, HRR76_007100-T1	HMPREF1120_00550, HMPREF1120_06896
OG0000299	HRR76_003912-T1, HRR76_003917-T1	HMPREF1120_03730, HMPREF1120_03735
OG0000300	HRR76_009348-T1, HRR76_009427-T1	HMPREF1120_09028, HMPREF1120_09101
OG0000301	HRR76_001605-T1, HRR76_005450-T1	HMPREF1120_01549, HMPREF1120_05227
OG0000302	HRR76_007128-T1, HRR76_007273-T1	HMPREF1120_06921, HMPREF1120_07057
OG0000303	HRR76_009602-T1	HMPREF1120_06086, HMPREF1120_06602, HMPREF1120_07587
OG0000304	HRR76_003091-T1, HRR76_003092-T1, HRR76_005348-T1	HMPREF1120_05145
OG0000305	HRR76_008144-T1, HRR76_008907-T1	HMPREF1120_06585, HMPREF1120_08586
OG0000306	HRR76_009049-T1, HRR76_009509-T1	HMPREF1120_08727, HMPREF1120_09183
OG0000307	HRR76_006235-T1, HRR76_009486-T1	HMPREF1120_06006, HMPREF1120_09161
OG0000308	HRR76_000084-T1, HRR76_002745-T2	HMPREF1120_00088, HMPREF1120_02620
OG0000309	HRR76_000023-T1, HRR76_008974-T1	HMPREF1120_00031, HMPREF1120_08654
OG0000310	HRR76_006948-T1, HRR76_008437-T1	HMPREF1120_06743, HMPREF1120_08149
OG0000311	HRR76_001885-T1, HRR76_006483-T1	HMPREF1120_01817, HMPREF1120_06252
OG0000312	HRR76_005264-T1	HMPREF1120_05062, HMPREF1120_05965, HMPREF1120_05970
OG0000313	HRR76_002585-T1, HRR76_006824-T1	HMPREF1120_02468, HMPREF1120_06625
OG0000314	HRR76_003919-T1, HRR76_007832-T1	HMPREF1120_03737, HMPREF1120_07605
OG0000315	HRR76_003935-T1, HRR76_006895-T1	HMPREF1120_03751, HMPREF1120_06692
OG0000316	HRR76_009506-T1, HRR76_009512-T1	HMPREF1120_09180, HMPREF1120_09186
OG0000317	HRR76_006626-T1, HRR76_008169-T1	HMPREF1120_06396, HMPREF1120_06561
OG0000318	HRR76_006499-T1, HRR76_009004-T1	HMPREF1120_06268, HMPREF1120_08682
OG0000319	HRR76_008757-T1, HRR76_009373-T1	HMPREF1120_08458, HMPREF1120_09052
OG0000320	HRR76_000568-T1, HRR76_008290-T1	HMPREF1120_00552, HMPREF1120_08006
OG0000321	HRR76_001450-T1, HRR76_002262-T1	HMPREF1120_01397, HMPREF1120_02167
OG0000322	HRR76_001643-T1, HRR76_004698-T1	HMPREF1120_01589, HMPREF1120_04509
OG0000323	HRR76_007598-T1	HMPREF1120_01877, HMPREF1120_07272, HMPREF1120_07371
OG0000324	HRR76_009059-T1, HRR76_009510-T1	HMPREF1120_08737, HMPREF1120_09184
OG0000325	HRR76_003359-T1, HRR76_005678-T1	HMPREF1120_03202, HMPREF1120_05453
OG0000326	HRR76_001489-T1, HRR76_009388-T1	HMPREF1120_01432, HMPREF1120_09067
OG0000327	HRR76_001113-T1, HRR76_002254-T1	HMPREF1120_01079, HMPREF1120_02159
OG0000328	HRR76_002205-T1, HRR76_004200-T1	HMPREF1120_02114, HMPREF1120_04005
OG0000329	HRR76_000322-T1, HRR76_003659-T1	HMPREF1120_00315, HMPREF1120_03496
OG0000330	HRR76_002905-T1, HRR76_004110-T1	HMPREF1120_02779, HMPREF1120_03918
OG0000331	HRR76_005565-T1, HRR76_006614-T1	HMPREF1120_05340, HMPREF1120_06385
OG0000332	HRR76_005003-T1, HRR76_007670-T1	HMPREF1120_04800, HMPREF1120_07443
OG0000333	HRR76_000192-T1, HRR76_007435-T1	HMPREF1120_00197, HMPREF1120_07215
OG0000334	HRR76_002283-T1, HRR76_006508-T1	HMPREF1120_02189, HMPREF1120_06277
OG0000335	HRR76_000196-T2, HRR76_003741-T1	HMPREF1120_00200, HMPREF1120_03579
OG0000336	HRR76_007262-T1, HRR76_008224-T1	HMPREF1120_07046, HMPREF1120_07936
OG0000337	HRR76_000131-T1, HRR76_004545-T1	HMPREF1120_00135, HMPREF1120_04355
OG0000338	HRR76_005412-T1	HMPREF1120_00767, HMPREF1120_05189
OG0000339	HRR76_004678-T1, HRR76_008852-T1	HMPREF1120_04488
OG0000340	HRR76_003083-T1, HRR76_008709-T1	HMPREF1120_08412
OG0000341	HRR76_003868-T1, HRR76_006669-T1	HMPREF1120_06436
OG0000342	HRR76_005337-T1, HRR76_008758-T1	HMPREF1120_08459
OG0000343	HRR76_008331-T1	HMPREF1120_08045, HMPREF1120_08879
OG0000344	HRR76_003125-T1	HMPREF1120_00002, HMPREF1120_02965
OG0000345	HRR76_003812-T1, HRR76_003859-T1	HMPREF1120_03649
OG0000346	HRR76_009404-T1, HRR76_009453-T1	HMPREF1120_09128
OG0000347	HRR76_002560-T1	HMPREF1120_02443, HMPREF1120_03101
OG0000348	HRR76_002583-T1, HRR76_006969-T1	HMPREF1120_02467
OG0000349	HRR76_003987-T1, HRR76_005379-T1	HMPREF1120_03801
OG0000350	HRR76_001625-T1	HMPREF1120_01570, HMPREF1120_01571
OG0000351	HRR76_009490-T1	HMPREF1120_05598, HMPREF1120_09165
OG0000352	HRR76_003103-T1, HRR76_005335-T1	HMPREF1120_05133
OG0000353	HRR76_005835-T2, HRR76_008834-T1	HMPREF1120_05613
OG0000354	HRR76_005375-T1, HRR76_007653-T1	HMPREF1120_07427
OG0000355	HRR76_003104-T1, HRR76_005334-T1	HMPREF1120_05132
OG0000356	HRR76_005147-T1, HRR76_005372-T1	HMPREF1120_04940
OG0000357	HRR76_003094-T1, HRR76_005347-T1	HMPREF1120_05144
OG0000358	HRR76_003105-T1, HRR76_005333-T1	HMPREF1120_05131
OG0000359	HRR76_002908-T1	HMPREF1120_02782, HMPREF1120_05967
OG0000360	HRR76_003095-T1, HRR76_005346-T1	HMPREF1120_05143
OG0000361	HRR76_001031-T1, HRR76_009606-T1	HMPREF1120_01001
OG0000362	HRR76_005656-T1, HRR76_008311-T1	HMPREF1120_08026
OG0000363	HRR76_001840-T1, HRR76_005376-T1	HMPREF1120_01779
OG0000364	HRR76_003110-T1, HRR76_005329-T1	HMPREF1120_05126
OG0000365	HRR76_005351-T1, HRR76_005361-T1	HMPREF1120_05148
OG0000366	HRR76_001572-T1, HRR76_003857-T1	HMPREF1120_01518
OG0000367	HRR76_001496-T1	HMPREF1120_01440, HMPREF1120_02993
OG0000368	HRR76_000605-T1, HRR76_007595-T1	HMPREF1120_07368
OG0000369	HRR76_000993-T1, HRR76_007664-T1	HMPREF1120_07438
OG0000370	HRR76_003354-T1	HMPREF1120_01504, HMPREF1120_03197
OG0000371	HRR76_003096-T1, HRR76_005345-T1	HMPREF1120_05141
OG0000372	HRR76_004094-T1	HMPREF1120_03902, HMPREF1120_07843
OG0000373	HRR76_008082-T1, HRR76_009507-T1	HMPREF1120_09181
OG0000374	HRR76_009090-T1	HMPREF1120_08766, HMPREF1120_09268
OG0000375	HRR76_005953-T1	HMPREF1120_05727, HMPREF1120_08862
OG0000376	HRR76_003602-T1	HMPREF1120_03440, HMPREF1120_04346
OG0000377	HRR76_008857-T1, HRR76_008866-T1, HRR76_008867-T1	
OG0000378	HRR76_006621-T1, HRR76_009349-T1	HMPREF1120_09029
OG0000379	HRR76_008838-T1	HMPREF1120_02971, HMPREF1120_08538
OG0000380	HRR76_004294-T1	HMPREF1120_04096, HMPREF1120_05971
OG0000381	HRR76_003089-T1, HRR76_005385-T1	HMPREF1120_05162
OG0000382	HRR76_000378-T1, HRR76_001621-T1	HMPREF1120_01566
OG0000383	HRR76_003100-T1, HRR76_005338-T1	HMPREF1120_05136
OG0000384	HRR76_000304-T1, HRR76_002766-T1	HMPREF1120_00299
OG0000385	HRR76_004075-T1	HMPREF1120_03883, HMPREF1120_06021
OG0000386	HRR76_003098-T1, HRR76_005343-T1	HMPREF1120_05140
OG0000387	HRR76_008222-T1, HRR76_009176-T1	HMPREF1120_07934
OG0000388	HRR76_003108-T1, HRR76_005331-T1	HMPREF1120_05128
OG0000389	HRR76_000104-T1, HRR76_000868-T1	HMPREF1120_00108
OG0000390	HRR76_005353-T1, HRR76_005363-T1	HMPREF1120_05150
OG0000391	HRR76_009028-T1	HMPREF1120_08687, HMPREF1120_08707
OG0000392	HRR76_003090-T1, HRR76_005349-T1	HMPREF1120_05146
OG0000393	HRR76_001573-T1, HRR76_003864-T1	HMPREF1120_01519
OG0000394	HRR76_008076-T1	HMPREF1120_07835, HMPREF1120_08534
OG0000395	HRR76_004986-T1	HMPREF1120_04783, HMPREF1120_06604
OG0000396	HRR76_003863-T1, HRR76_005757-T1	HMPREF1120_05532
OG0000397	HRR76_003865-T1, HRR76_004013-T1	HMPREF1120_03825
OG0000398	HRR76_002108-T1, HRR76_006604-T1	HMPREF1120_02018
OG0000399	HRR76_005350-T1, HRR76_005360-T1	HMPREF1120_05147
OG0000400	HRR76_006451-T1, HRR76_008850-T1	HMPREF1120_06218
OG0000401	HRR76_008033-T1	HMPREF1120_05156, HMPREF1120_07793
OG0000402	HRR76_008979-T1, HRR76_009425-T1	HMPREF1120_08658
OG0000403	HRR76_009089-T1, HRR76_009091-T1	HMPREF1120_08765
OG0000404	HRR76_008255-T1	HMPREF1120_07968, HMPREF1120_09014
OG0000405	HRR76_004146-T1	HMPREF1120_00480, HMPREF1120_03956
OG0000406	HRR76_005541-T1	HMPREF1120_00959, HMPREF1120_05317
OG0000407	HRR76_007369-T1	HMPREF1120_07148, HMPREF1120_08895
OG0000408	HRR76_000299-T1, HRR76_004849-T1	HMPREF1120_00296
OG0000409	HRR76_001467-T1	HMPREF1120_01412, HMPREF1120_02982
OG0000410	HRR76_000319-T1, HRR76_005362-T1	HMPREF1120_00312
OG0000411	HRR76_000447-T1	HMPREF1120_00437, HMPREF1120_02992
OG0000412	HRR76_008442-T1	HMPREF1120_08154, HMPREF1120_08911
OG0000413	HRR76_005198-T1	HMPREF1120_04991, HMPREF1120_05968
OG0000414	HRR76_005358-T1, HRR76_005366-T1	HMPREF1120_05153
OG0000415	HRR76_007721-T1	HMPREF1120_00003, HMPREF1120_07492
OG0000416	HRR76_004266-T1, HRR76_008713-T1	HMPREF1120_08416
OG0000417	HRR76_003858-T1, HRR76_004835-T1	HMPREF1120_04639
OG0000418	HRR76_003097-T1, HRR76_005344-T1	HMPREF1120_05142
OG0000419	HRR76_001362-T1	HMPREF1120_00010, HMPREF1120_01313
OG0000420	HRR76_007341-T1, HRR76_008054-T1	HMPREF1120_07814
OG0000421	HRR76_002770-T1	HMPREF1120_01017, HMPREF1120_02646
OG0000422	HRR76_003109-T1, HRR76_005330-T1	HMPREF1120_05127
OG0000423	HRR76_003356-T1	HMPREF1120_03199, HMPREF1120_04955
OG0000424	HRR76_006520-T1	HMPREF1120_00006, HMPREF1120_06288
OG0000425	HRR76_003534-T1, HRR76_004594-T1	HMPREF1120_03370
OG0000426	HRR76_006742-T1	HMPREF1120_06236, HMPREF1120_06502
OG0000427	HRR76_003107-T1, HRR76_005332-T1	HMPREF1120_05129
OG0000428	HRR76_009548-T1	HMPREF1120_04344, HMPREF1120_09223
OG0000429	HRR76_005395-T1, HRR76_005814-T1	HMPREF1120_05172
OG0000430	HRR76_005951-T1	HMPREF1120_05726, HMPREF1120_08853
OG0000431	HRR76_004823-T1	HMPREF1120_04629, HMPREF1120_06507
OG0000432	HRR76_001561-T1	HMPREF1120_01507, HMPREF1120_08485
OG0000433	HRR76_002646-T1	HMPREF1120_02524, HMPREF1120_05969
OG0000434	HRR76_003136-T1	HMPREF1120_02978, HMPREF1120_08878
OG0000435	HRR76_007854-T1	HMPREF1120_07626, HMPREF1120_09254
OG0000436	HRR76_001636-T1	HMPREF1120_01582, HMPREF1120_05603
OG0000437	HRR76_006067-T1	HMPREF1120_05833, HMPREF1120_08906
OG0000438	HRR76_009263-T1	HMPREF1120_08912, HMPREF1120_08945
OG0000439	HRR76_000166-T1	HMPREF1120_00171, HMPREF1120_04345
OG0000440	HRR76_003866-T1, HRR76_004351-T1	HMPREF1120_04150
OG0000441	HRR76_007169-T1	HMPREF1120_05158, HMPREF1120_06960
OG0000442	HRR76_004513-T1	HMPREF1120_00148, HMPREF1120_04314
OG0000443	HRR76_001852-T1	HMPREF1120_01789, HMPREF1120_09203
OG0000444	HRR76_001612-T1	HMPREF1120_01555, HMPREF1120_01557
OG0000445	HRR76_007372-T1	HMPREF1120_02838, HMPREF1120_07151
OG0000446	HRR76_003043-T1	HMPREF1120_02910, HMPREF1120_05966
OG0000447	HRR76_007692-T1	HMPREF1120_07465
OG0000448	HRR76_001037-T1	HMPREF1120_01006
OG0000449	HRR76_007360-T1	HMPREF1120_07139
OG0000450	HRR76_009594-T1	HMPREF1120_05161
OG0000451	HRR76_005107-T1	HMPREF1120_04902
OG0000452	HRR76_009148-T1	HMPREF1120_08823
OG0000453	HRR76_005917-T1	HMPREF1120_05693
OG0000454	HRR76_004257-T1	HMPREF1120_04059
OG0000455	HRR76_009083-T1	HMPREF1120_08760
OG0000456	HRR76_000754-T1	HMPREF1120_00734
OG0000457	HRR76_008420-T1	HMPREF1120_08132
OG0000458	HRR76_007383-T1	HMPREF1120_07162
OG0000459	HRR76_004840-T1	HMPREF1120_04644
OG0000460	HRR76_007648-T1	HMPREF1120_07422
OG0000461	HRR76_002449-T2	HMPREF1120_02340
OG0000462	HRR76_002246-T1	HMPREF1120_02150
OG0000463	HRR76_008270-T1	HMPREF1120_07985
OG0000464	HRR76_005211-T1	HMPREF1120_05008
OG0000465	HRR76_005559-T1	HMPREF1120_05334
OG0000466	HRR76_006324-T1	HMPREF1120_06096
OG0000467	HRR76_005401-T1	HMPREF1120_05178
OG0000468	HRR76_006331-T1	HMPREF1120_06104
OG0000469	HRR76_005202-T1	HMPREF1120_04996
OG0000470	HRR76_004554-T1	HMPREF1120_04364
OG0000471	HRR76_002758-T1	HMPREF1120_02634
OG0000472	HRR76_007870-T1	HMPREF1120_07640
OG0000473	HRR76_007968-T1	HMPREF1120_07732
OG0000474	HRR76_009297-T1	HMPREF1120_08976
OG0000475	HRR76_008323-T1	HMPREF1120_08037
OG0000476	HRR76_007480-T1	HMPREF1120_07256
OG0000477	HRR76_007378-T1	HMPREF1120_07157
OG0000478	HRR76_009352-T1	HMPREF1120_09032
OG0000479	HRR76_001244-T1	HMPREF1120_01203
OG0000480	HRR76_007120-T1	HMPREF1120_06913
OG0000481	HRR76_001593-T1	HMPREF1120_01538
OG0000482	HRR76_004940-T1	HMPREF1120_04740
OG0000483	HRR76_005135-T1	HMPREF1120_04930
OG0000484	HRR76_001084-T1	HMPREF1120_01053
OG0000485	HRR76_009078-T1	HMPREF1120_08756
OG0000486	HRR76_007052-T1	HMPREF1120_06848
OG0000487	HRR76_001005-T1	HMPREF1120_00973
OG0000488	HRR76_006164-T1	HMPREF1120_05931
OG0000489	HRR76_004851-T1	HMPREF1120_04653
OG0000490	HRR76_008268-T1	HMPREF1120_07982
OG0000491	HRR76_001713-T1	HMPREF1120_01660
OG0000492	HRR76_004683-T1	HMPREF1120_04492
OG0000493	HRR76_000312-T1	HMPREF1120_00305
OG0000494	HRR76_008163-T1	HMPREF1120_06567
OG0000495	HRR76_007970-T1	HMPREF1120_07734
OG0000496	HRR76_004660-T1	HMPREF1120_04470
OG0000497	HRR76_006562-T1	HMPREF1120_06332
OG0000498	HRR76_001547-T1	HMPREF1120_01491
OG0000499	HRR76_005575-T1	HMPREF1120_05352
OG0000500	HRR76_000051-T1	HMPREF1120_00057
OG0000501	HRR76_005283-T1	HMPREF1120_05081
OG0000502	HRR76_002331-T1	HMPREF1120_02233
OG0000503	HRR76_000530-T1	HMPREF1120_00517
OG0000504	HRR76_008716-T1	HMPREF1120_08419
OG0000505	HRR76_002324-T1	HMPREF1120_02227
OG0000506	HRR76_005043-T1	HMPREF1120_04837
OG0000507	HRR76_005188-T1	HMPREF1120_04982
OG0000508	HRR76_001727-T1	HMPREF1120_01672
OG0000509	HRR76_006758-T1	HMPREF1120_06517
OG0000510	HRR76_003480-T1	HMPREF1120_03318
OG0000511	HRR76_005260-T1	HMPREF1120_05058
OG0000512	HRR76_000920-T1	HMPREF1120_00891
OG0000513	HRR76_003870-T1	HMPREF1120_03689
OG0000514	HRR76_003968-T1	HMPREF1120_03783
OG0000515	HRR76_001166-T1	HMPREF1120_01127
OG0000516	HRR76_000170-T1	HMPREF1120_00175
OG0000517	HRR76_003692-T1	HMPREF1120_03531
OG0000518	HRR76_006086-T1	HMPREF1120_05852
OG0000519	HRR76_003360-T1	HMPREF1120_03203
OG0000520	HRR76_009011-T3	HMPREF1120_08690
OG0000521	HRR76_000328-T1	HMPREF1120_00321
OG0000522	HRR76_004730-T1	HMPREF1120_04540
OG0000523	HRR76_003648-T1	HMPREF1120_03486
OG0000524	HRR76_008596-T1	HMPREF1120_08305
OG0000525	HRR76_006246-T1	HMPREF1120_06019
OG0000526	HRR76_007302-T1	HMPREF1120_07086
OG0000527	HRR76_005097-T1	HMPREF1120_04890
OG0000528	HRR76_005823-T1	HMPREF1120_05600
OG0000529	HRR76_003383-T1	HMPREF1120_03225
OG0000530	HRR76_006449-T1	HMPREF1120_06216
OG0000531	HRR76_001355-T1	HMPREF1120_01307
OG0000532	HRR76_006500-T1	HMPREF1120_06269
OG0000533	HRR76_004602-T1	HMPREF1120_04412
OG0000534	HRR76_005173-T1	HMPREF1120_04968
OG0000535	HRR76_002164-T1	HMPREF1120_02076
OG0000536	HRR76_008565-T1	HMPREF1120_08275
OG0000537	HRR76_008317-T1	HMPREF1120_08031
OG0000538	HRR76_004611-T1	HMPREF1120_04423
OG0000539	HRR76_001869-T1	HMPREF1120_01803
OG0000540	HRR76_005278-T1	HMPREF1120_05076
OG0000541	HRR76_000691-T1	HMPREF1120_00672
OG0000542	HRR76_000820-T1	HMPREF1120_00796
OG0000543	HRR76_002562-T1	HMPREF1120_02445
OG0000544	HRR76_003970-T1	HMPREF1120_03785
OG0000545	HRR76_005657-T1	HMPREF1120_05435
OG0000546	HRR76_005428-T1	HMPREF1120_05206
OG0000547	HRR76_003120-T1	HMPREF1120_02960
OG0000548	HRR76_000280-T1	HMPREF1120_00278
OG0000549	HRR76_001379-T1	HMPREF1120_01329
OG0000550	HRR76_003378-T1	HMPREF1120_03221
OG0000551	HRR76_005533-T1	HMPREF1120_05311
OG0000552	HRR76_001195-T1	HMPREF1120_01157
OG0000553	HRR76_000263-T1	HMPREF1120_00263
OG0000554	HRR76_005923-T1	HMPREF1120_05699
OG0000555	HRR76_004876-T1	HMPREF1120_04676
OG0000556	HRR76_002270-T1	HMPREF1120_02176
OG0000557	HRR76_006709-T1	HMPREF1120_06471
OG0000558	HRR76_005044-T1	HMPREF1120_04838
OG0000559	HRR76_004486-T1	HMPREF1120_04287
OG0000560	HRR76_007026-T1	HMPREF1120_06820
OG0000561	HRR76_005205-T1	HMPREF1120_05001
OG0000562	HRR76_002323-T1	HMPREF1120_02226
